"","data","<0","0-11","11-20","20-50","50-100","100-200",">200"
"9","1/1/2013","8.09","3.5",18.25,"42.93","13.5","6.75","6.99"
"10","1/2/2013","8.09","3.5",18.25,"42.93","13.5","6.75","6.99"
"11","1/3/2013","8.09","3.5",18.25,"42.93","13.5","6.75","6.99"
"12","1/4/2013","8.01","3.25",18.82,"42.85","13.41","6.75","6.91"
"13","1/7/2013","8.01","3.25",18.54,"42.8","13.5","6.83","7.07"
"14","1/8/2013","8.01","3.09",18.09,"43.17","13.58","6.87","7.2"
"15","1/9/2013","7.93","3.17",18.21,"43.01","13.5","7.07","7.11"
"16","1/10/2013","7.93","3.17",17.8,"43.29","13.5","7.2","7.11"
"17","1/11/2013","7.93","3.5",18.46,"42.85","13.46","6.95","6.87"
"18","1/14/2013","7.89","3.09",17.48,"43.09","13.98","7.4","7.07"
"19","1/15/2013","7.89","3.01",16.87,"43.25","14.23","7.48","7.28"
"20","1/16/2013","7.85","3.05",16.87,"43.25","14.19","7.32","7.48"
"21","1/17/2013","7.8","3.33",16.99,"43.09","14.07","7.52","7.2"
"22","1/18/2013","7.8","3.13",16.54,"43.41","14.15","7.56","7.4"
"23","1/21/2013","7.8","3.09",16.06,"43.9","14.07","7.64","7.44"
"24","1/22/2013","7.76","3.13",16.79,"43.7","13.82","7.44","7.36"
"25","1/23/2013","7.76","3.17",16.67,"43.5","13.98","7.52","7.4"
"26","1/24/2013","7.76","3.25",17.64,"43.09","13.94","7.07","7.24"
"27","1/25/2013","7.76","3.29",17.8,"42.97","13.86","7.15","7.15"
"28","1/28/2013","7.76","3.17",16.99,"43.21","14.15","7.36","7.36"
"29","1/29/2013","7.76","3.17",16.71,"43.29","14.11","7.48","7.48"
"30","1/30/2013","7.68","3.05",16.46,"43.78","13.86","7.76","7.4"
"31","1/31/2013","7.64","3.05",16.59,"43.78","14.02","7.6","7.32"
"32","2/1/2013","7.64","2.93",16.46,"43.78","14.19","7.64","7.36"
"33","2/4/2013","7.6","2.97",16.54,"44.02","14.07","7.4","7.4"
"34","2/5/2013","7.56","2.76",16.3,"44.43","13.9","7.64","7.4"
"35","2/6/2013","7.56","2.85",16.1,"44.27","14.23","7.56","7.44"
"36","2/7/2013","7.56","2.89",16.06,"44.31","14.35","7.4","7.44"
"37","2/8/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"38","2/11/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"39","2/12/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"40","2/13/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"41","2/14/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"42","2/15/2013","7.15","2.85",15.49,"44.67","14.35","7.8","7.68"
"43","2/18/2013","7.15","2.89",15.41,"44.19","14.67","7.97","7.72"
"44","2/19/2013","7.15","2.93",15.89,"44.19","14.31","7.85","7.68"
"45","2/20/2013","7.11","2.85",15.53,"43.74","14.84","8.21","7.72"
"46","2/21/2013","7.11","3.13",15.93,"43.78","14.43","7.89","7.72"
"47","2/22/2013","7.11","3.05",16.18,"43.7","14.47","7.8","7.68"
"48","2/25/2013","7.11","3.05",15.81,"43.86","14.55","7.85","7.76"
"49","2/26/2013","7.11","3.13",16.22,"43.86","14.51","7.4","7.76"
"50","2/27/2013","7.11","3.05",16.14,"43.86","14.59","7.52","7.72"
"51","2/28/2013","7.07","2.85",15.81,"43.78","14.92","7.85","7.72"
"52","3/1/2013","7.03","2.89",15.49,"43.37","15.16","8.25","7.8"
"53","3/4/2013","7.03","3.54",16.06,"43.37","14.47","8.01","7.52"
"54","3/5/2013","7.03","3.37",15.57,"42.8","15.28","8.25","7.68"
"55","3/6/2013","7.03","3.25",15.08,"42.97","15.57","8.21","7.89"
"56","3/7/2013","7.03","3.29",15.28,"43.54","14.96","8.01","7.89"
"57","3/8/2013","7.03","3.29",15.57,"43.41","14.96","7.85","7.89"
"58","3/11/2013","6.99","3.21",15.57,"43.46","15.12","7.68","7.97"
"59","3/12/2013","6.99","3.54",15.89,"43.54","14.55","7.76","7.72"
"60","3/13/2013","6.99","3.66",16.02,"43.7","14.27","7.6","7.76"
"61","3/14/2013","6.99","3.58",16.1,"43.54","14.43","7.52","7.85"
"62","3/15/2013","6.99","3.66",15.98,"43.54","14.47","7.56","7.8"
"63","3/18/2013","6.99","3.78",16.5,"43.17","14.55","7.4","7.6"
"64","3/19/2013","6.99","3.62",16.67,"43.21","14.35","7.52","7.64"
"65","3/20/2013","6.99","3.33",16.1,"43.21","14.84","7.76","7.76"
"66","3/21/2013","6.99","3.33",15.73,"43.46","14.72","7.97","7.8"
"67","3/22/2013","6.99","3.29",15.69,"43.25","15.04","7.93","7.8"
"68","3/25/2013","6.99","3.25",15.69,"43.33","14.84","7.97","7.93"
"69","3/26/2013","6.99","3.25",15.85,"43.25","14.88","7.93","7.85"
"70","3/27/2013","6.99","3.25",15.93,"42.97","15.04","7.89","7.93"
"71","3/28/2013","6.99","3.66",16.71,"42.72","14.47","7.93","7.52"
"72","3/29/2013","6.71","4.19",16.3,"43.74","14.07","7.07","7.93"
"73","4/1/2013","6.67","4.15",16.38,"43.46","14.19","7.15","8.01"
"74","4/2/2013","6.67","4.11",16.87,"43.41","13.94","7.11","7.89"
"75","4/3/2013","6.67","4.19",17.4,"43.05","14.07","6.79","7.85"
"76","4/4/2013","6.67","4.19",17.4,"43.05","14.07","6.79","7.85"
"77","4/5/2013","6.67","4.19",17.4,"43.05","14.07","6.79","7.85"
"78","4/8/2013","6.67","4.35",17.2,"43.09","14.11","6.75","7.85"
"79","4/9/2013","6.67","4.11",17.11,"43.01","14.47","6.67","7.97"
"80","4/10/2013","6.71","4.15",17.4,"42.89","14.19","6.75","7.93"
"81","4/11/2013","6.71","4.23",17.56,"42.76","14.23","6.59","7.93"
"82","4/12/2013","6.79","4.27",17.93,"42.6","13.94","6.71","7.76"
"83","4/15/2013","6.79","4.35",18.37,"42.52","13.74","6.59","7.64"
"84","4/16/2013","6.83","4.15",17.97,"42.8","14.02","6.59","7.64"
"85","4/17/2013","6.87","4.15",17.89,"42.52","14.27","6.63","7.68"
"86","4/18/2013","6.95","4.11",17.72,"42.64","14.23","6.67","7.68"
"87","4/19/2013","7.15","3.82",17.03,"42.93","14.67","6.67","7.72"
"88","4/22/2013","7.44","3.78",16.87,"42.68","14.84","6.79","7.6"
"89","4/23/2013","7.93","4.39",17.72,"41.79","14.84","6.22","7.11"
"90","4/24/2013","8.78","4.11",17.28,"41.79","14.84","6.59","6.63"
"91","4/25/2013","9.55","4.27",17.48,"41.87","14.51","6.3","6.02"
"92","4/26/2013","10.77","4.51",17.68,"42.07","13.82","5.81","5.33"
"93","4/29/2013","10.77","4.51",17.68,"42.07","13.82","5.81","5.33"
"94","4/30/2013","10.77","4.51",17.68,"42.07","13.82","5.81","5.33"
"95","5/1/2013","10.77","4.51",17.68,"42.07","13.82","5.81","5.33"
"96","5/2/2013","10.77","4.55",17.64,"41.83","13.94","5.85","5.41"
"97","5/3/2013","10.77","4.31",17.28,"41.63","14.39","6.22","5.41"
"98","5/6/2013","10.77","4.15",16.79,"41.63","14.88","6.3","5.49"
"99","5/7/2013","10.77","4.07",16.83,"41.75","14.72","6.34","5.53"
"100","5/8/2013","10.77","4.07",16.5,"41.42","15.24","6.42","5.57"
"101","5/9/2013","10.77","4.27",16.18,"41.26","15.41","6.54","5.57"
"102","5/10/2013","10.77","4.07",16.22,"41.46","15","6.95","5.53"
"103","5/13/2013","10.77","4.11",16.22,"40.89","15.49","6.95","5.57"
"104","5/14/2013","10.77","4.43",16.3,"40.98","15.28","6.79","5.45"
"105","5/15/2013","10.77","4.35",15.69,"40.81","15.85","6.91","5.61"
"106","5/16/2013","10.77","4.15",15.69,"40.93","15.77","7.2","5.49"
"107","5/17/2013","10.77","3.7",15.49,"41.34","15.77","7.36","5.57"
"108","5/20/2013","10.77","3.7",15.08,"41.06","16.38","7.32","5.69"
"109","5/21/2013","10.77","3.58",14.92,"40.73","16.75","7.48","5.77"
"110","5/22/2013","10.77","3.41",15.28,"41.14","16.22","7.44","5.73"
"111","5/23/2013","10.77","3.7",15.2,"40.98","16.18","7.48","5.69"
"112","5/24/2013","10.77","3.58",14.92,"40.61","16.87","7.56","5.69"
"113","5/27/2013","10.77","3.62",14.63,"40.37","17.11","7.68","5.81"
"114","5/28/2013","10.77","3.46",14.88,"40.85","16.75","7.4","5.89"
"115","5/29/2013","10.77","3.41",14.72,"40.89","16.67","7.56","5.98"
"116","5/30/2013","10.77","3.41",14.67,"40.73","16.91","7.52","5.98"
"117","5/31/2013","10.77","3.58",14.51,"41.18","16.34","7.76","5.85"
"118","6/3/2013","10.77","3.58",14.84,"40.93","16.42","7.56","5.89"
"119","6/4/2013","10.73","3.82",15.33,"40.98","16.06","7.4","5.69"
"120","6/5/2013","10.73","3.82",15.08,"40.93","16.34","7.44","5.65"
"121","6/6/2013","10.73","4.11",15.65,"40.73","16.02","7.15","5.61"
"122","6/7/2013","10.73","4.43",15.61,"40.65","15.93","6.99","5.65"
"123","6/10/2013","10.73","4.43",15.61,"40.65","15.93","6.99","5.65"
"124","6/11/2013","10.73","4.43",15.61,"40.65","15.93","6.99","5.65"
"125","6/12/2013","10.73","4.43",15.61,"40.65","15.93","6.99","5.65"
"126","6/13/2013","10.73","5.08",16.14,"40.69","15.2","6.67","5.49"
"127","6/14/2013","10.73","5.12",15.33,"40.69","15.41","7.15","5.57"
"128","6/17/2013","10.73","5.12",15.61,"40.12","15.69","7.11","5.61"
"129","6/18/2013","10.73","4.96",15.53,"40.16","15.93","7.07","5.61"
"130","6/19/2013","10.73","5.08",15.53,"40.08","16.06","6.87","5.65"
"131","6/20/2013","10.73","5.49",16.18,"40.2","15.24","6.71","5.45"
"132","6/21/2013","10.73","5.61",16.26,"40.2","15.28","6.59","5.33"
"133","6/24/2013","10.73","6.02",18.94,"39.07","14.39","5.93","4.92"
"134","6/25/2013","10.73","6.38",18.78,"38.94","14.43","5.93","4.8"
"135","6/26/2013","10.73","6.34",18.41,"38.29","15.08","6.22","4.92"
"136","6/27/2013","10.73","6.46",19.02,"38.37","14.51","6.06","4.84"
"137","6/28/2013","10.28","6.46",19.51,"38.17","14.31","6.14","5.12"
"138","7/1/2013","10.28","6.38",19.02,"38.13","14.72","6.22","5.24"
"139","7/2/2013","10.28","6.34",18.21,"38.33","15.08","6.46","5.28"
"140","7/3/2013","10.28","6.59",18.13,"37.85","15.28","6.54","5.33"
"141","7/4/2013","10.28","6.3",18.17,"37.8","15.41","6.79","5.24"
"142","7/5/2013","10.24","6.3",18.21,"37.97","15.28","6.75","5.24"
"143","7/8/2013","10.24","6.83",19.67,"37.52","14.39","6.26","5.08"
"144","7/9/2013","10.24","6.75",19.67,"37.28","14.55","6.3","5.2"
"145","7/10/2013","10.24","6.22",18.94,"37.72","14.96","6.71","5.2"
"146","7/11/2013","10.24","5.73",18.29,"38.17","15.45","6.91","5.2"
"147","7/12/2013","10.24","5.93",18.21,"38.01","15.57","6.83","5.2"
"148","7/15/2013","10.24","5.85",17.6,"37.85","16.22","6.99","5.24"
"149","7/16/2013","10.24","5.77",17.15,"38.05","16.34","7.07","5.37"
"150","7/17/2013","10.24","6.02",17.68,"37.6","16.1","7.03","5.33"
"151","7/18/2013","10.24","6.22",17.72,"37.24","16.22","7.07","5.28"
"152","7/19/2013","10.24","6.34",18.58,"37.03","15.69","6.87","5.24"
"153","7/22/2013","10.24","6.38",17.89,"36.79","16.3","7.03","5.37"
"154","7/23/2013","10.24","6.18",17.07,"36.87","17.15","7.11","5.37"
"155","7/24/2013","10.24","6.22",16.83,"36.46","17.6","7.2","5.45"
"156","7/25/2013","10.24","6.3",17.36,"37.07","16.63","7.03","5.37"
"157","7/26/2013","10.2","6.3",17.44,"37.03","16.59","7.07","5.37"
"158","7/29/2013","10.2","6.79",17.93,"36.38","16.59","6.91","5.2"
"159","7/30/2013","10.24","6.54",17.97,"36.83","16.3","6.83","5.28"
"160","7/31/2013","10.33","6.5",17.76,"37.03","16.3","6.79","5.28"
"161","8/1/2013","10.33","6.26",16.79,"37.03","17.15","7.07","5.37"
"162","8/2/2013","10.28","6.26",16.83,"36.99","17.07","7.2","5.37"
"163","8/5/2013","10.28","6.02",16.34,"36.91","17.56","7.52","5.37"
"164","8/6/2013","10.28","5.77",16.42,"37.07","17.52","7.52","5.41"
"165","8/7/2013","10.28","5.85",16.59,"37.15","17.48","7.28","5.37"
"166","8/8/2013","10.33","5.89",16.34,"36.91","17.93","7.28","5.33"
"167","8/9/2013","10.33","5.69",16.34,"37.24","17.76","7.28","5.37"
"168","8/12/2013","10.33","5.49",15.81,"37.8","17.76","7.44","5.37"
"169","8/13/2013","10.45","5.37",15.57,"38.01","17.64","7.6","5.37"
"170","8/14/2013","10.57","5.49",15.81,"37.6","17.6","7.56","5.37"
"171","8/15/2013","10.61","5.53",16.3,"37.48","17.36","7.48","5.24"
"172","8/16/2013","10.73","5.65",16.71,"37.8","16.71","7.32","5.08"
"173","8/19/2013","10.73","5.53",16.14,"37.6","17.28","7.56","5.16"
"174","8/20/2013","11.1","5.65",16.06,"37.56","17.07","7.48","5.08"
"175","8/21/2013","11.26","5.57",16.02,"37.07","17.32","7.68","5.08"
"176","8/22/2013","11.5","5.57",16.06,"37.15","17.28","7.4","5.04"
"177","8/23/2013","11.54","5.77",15.81,"36.99","17.44","7.52","4.92"
"178","8/26/2013","11.75","5.53",15.24,"37.11","17.97","7.56","4.84"
"179","8/27/2013","12.2","5.33",15.2,"37.11","17.85","7.6","4.72"
"180","8/28/2013","12.4","5.37",15.49,"36.95","17.89","7.32","4.59"
"181","8/29/2013","12.76","5.33",15.33,"36.91","17.97","7.24","4.47"
"182","8/30/2013","13.13","5.04",16.02,"37.6","17.2","6.79","4.23"
"183","9/2/2013","13.13","5.2",15.61,"37.32","17.48","6.95","4.31"
"184","9/3/2013","13.13","5.2",14.76,"37.68","17.8","7.11","4.31"
"185","9/4/2013","13.13","5.24",14.8,"37.6","17.89","7.03","4.31"
"186","9/5/2013","13.13","5.28",14.92,"37.28","17.93","7.15","4.31"
"187","9/6/2013","13.13","5.2",14.67,"37.15","18.29","7.2","4.35"
"188","9/9/2013","13.13","4.92",14.63,"37.6","18.05","7.24","4.43"
"189","9/10/2013","13.13","4.84",14.31,"37.8","18.13","7.32","4.47"
"190","9/11/2013","13.13","4.67",14.55,"38.21","17.6","7.44","4.39"
"191","9/12/2013","13.13","4.55",14.72,"38.41","17.4","7.36","4.43"
"192","9/13/2013","13.13","4.59",14.88,"37.76","17.68","7.48","4.47"
"193","9/16/2013","13.13","4.63",14.51,"37.89","17.97","7.36","4.51"
"194","9/17/2013","13.13","4.96",14.72,"37.93","17.72","7.11","4.43"
"195","9/18/2013","13.13","4.92",14.51,"38.21","17.56","7.24","4.43"
"196","9/19/2013","13.17","4.92",14.51,"38.2","17.55","7.23","4.43"
"197","9/20/2013","13.17","4.92",14.51,"38.2","17.55","7.23","4.43"
"198","9/23/2013","13.17","4.79",14.1,"37.67","18.16","7.64","4.47"
"199","9/24/2013","13.17","4.67",14.34,"37.26","18.41","7.68","4.47"
"200","9/25/2013","13.17","4.67",14.26,"37.75","17.92","7.72","4.51"
"201","9/26/2013","13.17","5.32",14.26,"37.63","17.64","7.56","4.43"
"202","9/27/2013","13.17","5.24",14.43,"37.22","17.84","7.68","4.43"
"203","9/30/2013","13.04","5.24",14.63,"37.42","17.03","7.8","4.84"
"204","10/1/2013","13.04","5.24",14.63,"37.42","17.03","7.8","4.84"
"205","10/2/2013","13.04","5.24",14.63,"37.42","17.03","7.8","4.84"
"206","10/3/2013","13.04","5.24",14.63,"37.42","17.03","7.8","4.84"
"207","10/4/2013","13.04","5.24",14.63,"37.42","17.03","7.8","4.84"
